"Time [s]","Event Name","Chamber","Event Text","1A: O2 flux per V [pmol/(s*mL)]","1B: O2 flux per V [pmol/(s*mL)]"
2950.00,"","","",20.7975,6.7191
2952.00,"","","",20.7979,6.7193
2954.00,"","","",20.9406,6.7194
2956.00,"","","",20.9410,6.7195
2958.00,"","","",20.9415,6.5710
2960.00,"","","",20.9420,6.5713
2962.00,"","","",20.9425,6.5717
2964.00,"","","",20.9428,6.5721
2966.00,"","","",20.9433,6.5725
2968.00,"","","",20.9438,6.4241
2970.00,"","","",21.0865,6.4244
2972.00,"","","",21.0869,6.4249
2974.00,"","","",20.9452,6.5740
2976.00,"","","",20.9457,6.4253
2978.00,"","","",20.9462,6.4257
2980.00,"","","",20.9465,6.4262
2982.00,"","","",20.8049,6.4266
2984.00,"","","",20.8056,6.4271
2986.00,"","","",20.9482,6.4275
2988.00,"","","",20.9486,6.4277
2990.00,"","","",20.9490,6.4280
2992.00,"","","",20.9495,6.4287
2994.00,"","","",20.9499,6.5781
2996.00,"","","",20.8082,6.5783
2998.00,"","","",20.8087,6.5788
3000.00,"","","",20.8093,6.5791
3002.00,"","","",20.8099,6.5793
3004.00,"","","",20.8104,6.5797
3006.00,"","","",20.9530,6.5799
3008.00,"","","",20.9534,6.5801
3010.00,"","","",20.9539,6.5805
3012.00,"","","",20.9543,6.5808
3014.00,"","","",20.9547,6.5809
3016.00,"","","",20.9552,6.4325
3018.00,"","","",20.9557,6.5821
3020.00,"","","",20.9562,6.5825
3022.00,"","","",20.9566,6.5830
3024.00,"","","",20.9571,6.7323
3026.00,"","","",20.9577,6.7328
3028.00,"","","",20.9582,6.7331
3030.00,"","","",21.1008,6.8822
3032.00,"","","",20.9589,6.8825
3034.00,"","","",20.9593,6.8828
3036.00,"","","",20.9597,6.8832
3038.00,"","","",20.9603,6.8837
3040.00,"","","",20.9609,7.0331
3042.00,"","","",20.9614,7.0335
3044.00,"","","",20.9618,7.0339
3046.00,"","","",20.9622,7.0342
3048.00,"","","",20.9627,7.0343
3050.00,"","","",20.8209,7.0346
3052.00,"","","",20.8215,7.0352
3054.00,"","","",20.8219,7.0357
3056.00,"","","",20.8225,7.0362
3058.00,"","","",20.8229,7.0365
3060.00,"","","",20.6812,7.0367
3062.00,"","","",20.6816,7.0371
3064.00,"","","",20.6820,7.0374
3066.00,"","","",20.6825,7.0376
3068.00,"","","",20.5408,7.0381
3070.00,"","","",20.5413,7.0388
3072.00,"","","",20.5418,7.1883
3074.00,"","","",20.5424,7.1885
3076.00,"","","",20.4007,7.1886
3078.00,"","","",20.4012,7.1889
3080.00,"","","",20.4016,7.1892
3082.00,"","","",20.4019,7.1894
3084.00,"","","",20.4024,7.1896
3086.00,"","","",20.4030,7.1900
3088.00,"","","",20.4034,7.1906
3090.00,"","","",20.4039,7.0421
3092.00,"","","",20.4044,7.0425
3094.00,"","","",20.4048,7.0430
3096.00,"","","",20.4054,6.8946
3098.00,"","","",20.4058,6.8950
3100.00,"","","",20.4061,6.8955
3102.00,"","","",20.4067,6.8959
3104.00,"","","",20.4073,6.8960
3106.00,"","","",20.5499,6.8961
3108.00,"","","",20.5504,6.8965
3110.00,"","","",20.6930,6.8970
3112.00,"","","",20.6935,6.8972
3114.00,"","","",20.6939,6.7486
3116.00,"","","",20.6943,6.7490
3118.00,"","","",20.6947,6.7494
3120.00,"","","",20.6952,6.7499
3122.00,"","","",20.6959,6.7501
3124.00,"","","",20.8385,6.7505
3126.00,"","","",20.8389,6.7508
3128.00,"","","",20.8392,6.6023
3130.00,"","","",20.8396,6.6026
3132.00,"","","",20.8401,6.6029
3134.00,"","","",20.8407,6.6032
3136.00,"","","",20.8412,6.4546
3138.00,"","","",20.8416,6.4552
3140.00,"","","",20.8419,6.4557
3142.00,"","","",20.8424,6.4562
3144.00,"","","",20.8429,6.4565
3146.00,"","","",20.7012,6.4569
3148.00,"","","",20.7016,6.4573
3150.00,"","","",20.7021,6.6067
3152.00,"","","",20.7026,6.6070
3154.00,"","","",20.5609,6.6071
3156.00,"","","",20.5614,6.6075
3158.00,"","","",20.5618,6.7567
3160.00,"","","",20.5622,6.7570
3162.00,"","","",20.5629,6.6084
3164.00,"","","",20.4212,6.6089
3166.00,"","","",20.4216,6.6094
3168.00,"","","",20.4221,6.6096
3170.00,"","","",20.4226,6.6098
3172.00,"","","",20.4230,6.6101
3174.00,"","","",20.4234,6.6106
3176.00,"","","",20.4238,6.6110
3178.00,"","","",20.2821,6.6115
3180.00,"","","",20.2827,6.6117
3182.00,"","","",20.2832,6.7609
3184.00,"","","",20.2837,6.7613
3186.00,"","","",20.2841,6.7617
3188.00,"","","",20.2846,6.7622
3190.00,"","","",20.2851,6.7625
3192.00,"","","",20.2856,6.7626
3194.00,"","","",20.4283,6.7630
3196.00,"","","",20.4288,6.7632
3198.00,"","","",20.4293,6.6148
3200.00,"","","",20.4297,6.7642
3202.00,"","","",20.5723,6.7646
3204.00,"","","",20.5727,6.7650
3206.00,"","","",20.7153,6.7655
3208.00,"","","",20.7157,6.7657
3210.00,"","","",20.7161,6.7659
3212.00,"","","",20.7166,6.6175
3214.00,"","","",20.7172,6.6182
3216.00,"","","",20.8598,6.7677
3218.00,"","","",20.8603,6.7678
3220.00,"","","",20.8607,6.7681
3222.00,"","","",20.8612,6.7683
3224.00,"","","",20.8616,6.7688
3226.00,"","","",20.8621,6.7693
3228.00,"","","",20.8625,6.9186
3230.00,"","","",20.8630,6.9187
3232.00,"","","",20.8635,6.9188
3234.00,"","","",20.8638,6.9194
3236.00,"","","",20.8643,6.9196
3238.00,"","","",20.8648,6.9197
3240.00,"","","",20.7231,6.9201
3242.00,"","","",20.7236,6.7719
3244.00,"","","",20.7240,6.9212
3246.00,"","","",20.7245,6.9216
3248.00,"","","",20.7250,6.9217
3250.00,"","","",20.7255,6.7731
3252.00,"","","",20.7260,6.7736
3254.00,"","","",20.7264,6.7741
3256.00,"","","",20.5848,6.7746
3258.00,"","","",20.5853,6.7751
3260.00,"","","",20.5857,6.9245
3262.00,"","","",20.5863,6.9248
3264.00,"","","",20.5868,6.9251
3266.00,"","","",20.5873,6.9254
3268.00,"","","",20.5877,6.9255
3270.00,"","","",20.5882,6.9258
3272.00,"","","",20.5887,6.9262
3274.00,"","","",20.5891,6.9266
3276.00,"","","",20.7317,6.7781
3278.00,"","","",20.7322,6.7784
3280.00,"","","",20.7325,6.7790
3282.00,"","","",20.7330,6.7795
3284.00,"","","",20.7336,6.7798
3286.00,"","","",20.7340,6.7799
3288.00,"","","",20.7343,6.7800
3290.00,"","","",20.7347,6.7803
3292.00,"","","",20.5929,6.6316
3294.00,"","","",20.5935,6.6319
3296.00,"","","",20.5940,6.6322
3298.00,"","","",20.5946,6.4837
3300.00,"","","",20.5951,6.4840
3302.00,"","","",20.5955,6.4845
3304.00,"","","",20.5959,6.4848
3306.00,"","","",20.5964,6.4853
3308.00,"","","",20.5969,6.4857
3310.00,"","","",20.7396,6.3371
3312.00,"","","",20.7400,6.3374
3314.00,"","","",20.5982,6.3377
3316.00,"","","",20.5986,6.3378
3318.00,"","","",20.5990,6.1893
3320.00,"","","",20.4573,6.1901
3322.00,"","","",20.4578,6.1907
3324.00,"","","",20.4585,6.1913
3326.00,"","","",20.3166,6.1916
3328.00,"","","",20.3167,6.1917
3330.00,"","","",19.7459,6.1920
3332.00,"2D","Both","",18.8918,6.1926
3334.00,"","","",17.8969,6.1932
3336.00,"","","",17.1872,6.3422
3338.00,"","","",16.7626,6.3426
3340.00,"","","",16.6227,6.1920
3342.00,"","","",16.7675,5.8909
3344.00,"","","",17.4811,5.2936
3346.00,"","","",18.6212,4.5486
3348.00,"","","",20.3303,3.9533
3350.00,"","","",22.3237,3.3587
3352.00,"","","",25.0282,2.9136
3354.00,"","","",28.0169,2.6179
3356.00,"","","",31.7166,2.4711
3358.00,"","","",35.7004,2.6224
3360.00,"","","",40.2529,2.9230
3362.00,"","","",45.0898,3.5214
3364.00,"","","",50.4954,4.4177
3366.00,"","","",56.3273,5.4632
3368.00,"","","",62.4436,6.6575
3370.00,"","","",68.8443,8.1498
3372.00,"","","",75.6714,9.9404
3374.00,"","","",82.6407,11.8800
3376.00,"","","",90.0362,14.1175
3378.00,"","","",97.5741,16.6528
3380.00,"","","",105.3964,19.4858
3382.00,"","","",113.2186,22.4674
3384.00,"","","",121.3250,25.5982
3386.00,"","","",129.4315,29.0271
3388.00,"","","",137.5381,32.6048
3390.00,"","","",145.7868,36.3314
3392.00,"","","",153.8935,40.2070
3394.00,"","","",162.0001,44.3805
3396.00,"","","",169.9647,48.5542
3398.00,"","","",177.7871,52.8769
3400.00,"","","",185.4675,57.4969
3402.00,"","","",192.8635,61.9680
3404.00,"","","",199.9754,66.5881
3406.00,"","","",206.8030,71.3574
3408.00,"","","",213.0622,76.1271
3410.00,"","","",218.6107,80.7473
3412.00,"","","",223.3064,85.5168
3414.00,"","","",227.2916,90.2862
3416.00,"","","",230.9925,94.9069
3418.00,"","","",234.1250,99.5275
3420.00,"","","",237.1153,103.8506
3422.00,"","","",239.6792,107.7269
3424.00,"","","",241.9589,111.1570
3426.00,"","","",244.0963,114.2895
3428.00,"","","",245.9495,117.2730
3430.00,"","","",247.6607,119.9588
3432.00,"","","",249.2299,122.4957
3434.00,"","","",250.7991,124.8836
3436.00,"","","",252.0839,126.9742
3438.00,"","","",253.3687,129.0647
3440.00,"","","",254.5114,131.0066
3442.00,"","","",255.5121,132.7993
3444.00,"","","",256.5127,134.5923
3446.00,"","","",257.3713,136.0876
3448.00,"","","",258.2297,137.5826
3450.00,"","","",259.0882,138.9288
3452.00,"","","",259.8045,140.2752
3454.00,"","","",260.5209,141.4731
3456.00,"","","",261.0951,142.6707
3458.00,"","","",261.6694,143.7194
3460.00,"","","",262.2438,144.7682
3462.00,"","","",262.6760,145.8171
3464.00,"","","",263.2503,146.7171
3466.00,"","","",263.6824,147.6170
3468.00,"","","",264.1145,148.5168
3470.00,"","","",264.5466,149.2680
3472.00,"","","",264.8367,150.0193
3474.00,"","","",265.2688,150.7703
3476.00,"","","",265.5589,151.3725
3478.00,"","","",265.8489,152.1239
3480.00,"","","",266.1390,152.7265
3482.00,"","","",266.4290,153.4779
3484.00,"","","",266.7190,154.0802
3486.00,"","","",266.8668,154.5336
3488.00,"","","",267.1569,155.1359
3490.00,"","","",267.3048,155.5894
3492.00,"","","",267.5950,156.0428
3494.00,"","","",267.7429,156.4963
3496.00,"","","",268.0329,156.9500
3498.00,"","","",268.1808,157.4037
3500.00,"","","",268.3287,157.7085
3502.00,"","","",268.4766,158.1624
3504.00,"","","",268.6245,158.6161
3506.00,"","","",268.7725,158.9208
3508.00,"","","",268.9204,159.3743
3510.00,"","","",268.9262,159.6790
3512.00,"","","",269.0741,159.9839
3514.00,"","","",269.2221,160.2886
3516.00,"","","",269.2278,160.5933
3518.00,"","","",269.3758,160.8982
3520.00,"","","",269.5237,161.2030
3522.00,"","","",269.5296,161.5079
3524.00,"","","",269.6774,161.8126
3526.00,"","","",269.6832,161.9686
3528.00,"","","",269.6890,162.2734
3530.00,"","","",269.8369,162.4293
3532.00,"","","",269.8427,162.5852
3534.00,"","","",269.8484,162.8899
3536.00,"","","",269.8541,163.0459
3538.00,"","","",269.8599,163.2020
3540.00,"","","",269.8657,163.3580
3542.00,"","","",269.8715,163.5141
3544.00,"","","",269.8773,163.6703
3546.00,"","","",270.0253,163.8263
3548.00,"","","",270.0311,163.9822
3550.00,"","","",270.0369,164.1379
3552.00,"","","",270.0426,164.2939
3554.00,"","","",270.0483,164.4499
3556.00,"","","",270.0541,164.4572
3558.00,"","","",269.9177,164.6134
3560.00,"","","",269.9234,164.7694
3562.00,"","","",269.9292,164.9253
3564.00,"","","",269.9350,165.0814
3566.00,"","","",269.7987,165.0885
3568.00,"","","",269.8045,165.2445
3570.00,"","","",269.8103,165.2515
3572.00,"","","",269.6740,165.4074
3574.00,"","","",269.6798,165.4146
3576.00,"","","",269.6855,165.4220
3578.00,"","","",269.6913,165.5780
3580.00,"","","",269.6970,165.5851
3582.00,"","","",269.5606,165.5922
3584.00,"","","",269.5663,165.7484
3586.00,"","","",269.5720,165.9044
3588.00,"","","",269.4357,165.9115
3590.00,"","","",269.4415,165.9185
3592.00,"","","",269.3051,166.0747
3594.00,"","","",269.3108,166.0819
3596.00,"","","",269.3166,166.0891
3598.00,"","","",269.1802,166.2452
3600.00,"","","",269.1860,166.2525
3602.00,"","","",269.1916,166.4086
3604.00,"","","",269.0552,166.4157
3606.00,"","","",269.0611,166.4228
3608.00,"","","",268.9247,166.5788
3610.00,"","","",268.9304,166.5859
3612.00,"","","",268.9361,166.5929
3614.00,"","","",268.7998,166.6001
3616.00,"","","",268.8055,166.6073
3618.00,"","","",268.6692,166.6144
3620.00,"","","",268.6749,166.6215
3622.00,"","","",268.6806,166.6286
3624.00,"","","",268.5442,166.6358
3626.00,"","","",268.5500,166.6431
3628.00,"","","",268.5557,166.6503
3630.00,"","","",268.4192,166.6576
3632.00,"","","",268.4250,166.6648
3634.00,"","","",268.4307,166.6720
3636.00,"","","",268.2944,166.6793
3638.00,"","","",268.3001,166.8353
3640.00,"","","",268.1637,166.8426
3642.00,"","","",268.1694,166.8499
3644.00,"","","",268.1752,166.8570
3646.00,"","","",268.0388,167.0128
3648.00,"","","",268.0445,167.0198
3650.00,"","","",268.0501,166.8781
3652.00,"","","",267.9138,166.8852
3654.00,"","","",267.9195,166.8925
3656.00,"","","",267.9252,166.8998
3658.00,"","","",267.7888,166.9070
3660.00,"","","",267.7945,166.9140
3662.00,"","","",267.8001,166.9212
3664.00,"","","",267.6637,166.9285
3666.00,"","","",267.6694,166.9358
3668.00,"","","",267.5330,166.9430
3670.00,"","","",267.5386,167.0993
3672.00,"","","",267.4022,167.1063
3674.00,"","","",267.2656,167.1134
3676.00,"","","",266.9858,167.1201
3678.00,"","","",266.4214,167.1276
3680.00,"","","",265.7155,166.9846
3682.00,"","","",264.8679,166.8413
3684.00,"","","",264.1627,166.4008
3686.00,"","","",263.4577,166.1098
3688.00,"","","",262.7528,165.8191
3690.00,"","","",262.0478,165.5283
3692.00,"","","",261.4851,165.0889
3694.00,"","","",260.9223,164.7984
3696.00,"","","",260.3596,164.5080
3698.00,"2c","Both","",259.9390,164.3664
3700.00,"","","",259.6605,164.0758
3702.00,"","","",259.2399,163.9342
3704.00,"","","",258.9614,163.7932
3706.00,"","","",258.8251,163.6524
3708.00,"","","",258.6888,163.6595
3710.00,"","","",258.5525,163.6665
3712.00,"","","",258.5583,163.5244
3714.00,"","","",258.5640,163.5315
3716.00,"","","",258.5697,163.5383
3718.00,"","","",258.7176,163.5453
3720.00,"","","",258.8655,163.5530
3722.00,"","","",259.1556,163.5605
3724.00,"","","",259.4456,163.7165
3726.00,"","","",259.7355,163.8725
3728.00,"","","",260.0256,163.8798
3730.00,"","","",260.4578,164.0360
3732.00,"","","",260.8899,164.1921
3734.00,"","","",261.3220,164.4970
3736.00,"","","",261.8963,164.6530
3738.00,"","","",262.4705,164.8090
3740.00,"","","",263.0447,165.1139
3742.00,"","","",263.6190,165.2700
3744.00,"","","",264.3353,165.5749
3746.00,"","","",265.0518,165.8798
3748.00,"","","",265.7681,166.1847
3750.00,"","","",266.4845,166.4896
3752.00,"","","",267.2009,166.9431
3754.00,"","","",268.0594,167.2480
3756.00,"","","",268.6337,167.5529
3758.00,"","","",269.0658,167.8577
3760.00,"","","",269.2136,168.1625
3762.00,"","","",269.2193,168.3185
3764.00,"","","",269.2251,168.3257
3766.00,"","","",269.2309,168.3331
3768.00,"","","",269.2366,168.1916
3770.00,"","","",269.1002,168.1987
3772.00,"","","",269.1059,168.0571
3774.00,"","","",268.9695,168.0645
3776.00,"","","",268.9752,168.0719
3778.00,"","","",268.8388,168.0791
3780.00,"","","",268.7023,167.9375
3782.00,"","","",268.5658,167.9448
3784.00,"","","",268.5716,167.9521
3786.00,"","","",268.4352,168.1082
3788.00,"","","",268.4410,168.2644
3790.00,"","","",268.3045,168.2716
3792.00,"","","",268.1680,168.4276
3794.00,"","","",268.1737,168.4348
3796.00,"","","",268.0372,168.4422
3798.00,"","","",267.9008,168.4493
3800.00,"","","",267.9065,168.4565
3802.00,"","","",267.7701,168.4638
3804.00,"","","",267.6336,168.6199
3806.00,"","","",267.4971,168.6268
3808.00,"","","",267.5028,168.6336
3810.00,"","","",267.3664,168.4916
3812.00,"","","",267.2299,168.4985
3814.00,"","","",267.0934,168.5056
3816.00,"","","",266.8133,168.3641
3818.00,"","","",266.3927,168.3715
3820.00,"","","",264.5419,168.2294
3822.00,"","","",259.4116,167.9352
3824.00,"","","",249.5814,166.1402
3826.00,"","","",234.3445,162.1006
3828.00,"open","Both","",213.4196,155.2245
3830.00,"","","",186.8082,145.2180
3832.00,"","","",154.9380,132.0836
3834.00,"","","",118.3781,115.9716
3836.00,"","","",77.2705,97.0313
3838.00,"","","",32.1837,75.5611
3840.00,"","","",-16.4556,51.8588
3842.00,"","","",-68.3635,26.0729
3844.00,"","","",-122.9708,-1.6474
3846.00,"","","",-179.7087,-30.8556
3848.00,"","","",-238.1515,-61.4023
3850.00,"","","",-298.0147,-93.1385
3852.00,"","","",-358.5880,-125.6188
3854.00,"","","",-419.8714,-158.6940
3856.00,"","","",-481.1543,-192.2149
3858.00,"","","",-542.2944,-225.8839
3860.00,"","","",-602.8654,-259.5521
3862.00,"","","",-662.2988,-293.0705
3864.00,"","","",-720.4521,-325.8439
3866.00,"","","",-776.7571,-358.1705
3868.00,"","","",-830.9299,-389.6034
3870.00,"","","",-882.6862,-419.9934
3872.00,"","","",-931.7414,-449.0430
3874.00,"","","",-977.6690,-476.7523
3876.00,"","","",-1020.1852,-502.6748
3878.00,"","","",-1058.8635,-526.9594
3880.00,"","","",-1093.5617,-549.1595
3882.00,"","","",-1123.8535,-569.2751
3884.00,"","","",-1149.4545,-587.0086
3886.00,"","","",-1170.0808,-602.2109
3888.00,"","","",-1185.4479,-614.8823
3890.00,"","","",-1195.2719,-624.8741
3892.00,"","","",-1199.4105,-631.8883
3894.00,"","","",-1197.5791,-635.7759
3896.00,"","","",-1189.6359,-636.3884
3898.00,"","","",-1175.1546,-633.7261
3900.00,"","","",-1155.4141,-627.4909
3902.00,"","","",-1132.2622,-617.9805
3904.00,"","","",-1107.2623,-606.0879
3906.00,"","","",-1081.5516,-592.8551
3908.00,"","","",-1055.6984,-579.0265
3910.00,"","","",-1030.1291,-564.9000
3912.00,"","","",-1004.9857,-551.0710
3914.00,"","","",-980.2682,-537.2416
3916.00,"","","",-955.9769,-523.7095
3918.00,"","","",-932.2540,-510.4746
3920.00,"","","",-909.2414,-497.3880
3922.00,"","","",-886.7971,-484.7477
3924.00,"","","",-864.9209,-472.4051
3926.00,"","","",-843.6126,-460.3598
3928.00,"","","",-822.8729,-448.6119
3930.00,"","","",-802.4171,-437.0125
3932.00,"","","",-782.5297,-425.8596
3934.00,"","","",-763.2104,-415.0040
3936.00,"","","",-744.3172,-404.4462
3938.00,"","","",-725.8501,-394.3347
3940.00,"","","",-707.9513,-384.3714
3942.00,"","","",-690.4787,-374.5565
3944.00,"","","",-673.5745,-365.1880
3946.00,"","","",-657.0974,-355.9683
3948.00,"","","",-640.9021,-347.0460
3950.00,"","","",-625.1341,-338.2723
3952.00,"","","",-609.6502,-329.7963
3954.00,"","","",-594.5925,-321.4687
3956.00,"","","",-579.9610,-313.4384
3958.00,"","","",-565.6134,-305.5568
3960.00,"","","",-551.6923,-297.8238
3962.00,"","","",-538.0550,-290.2398
3964.00,"","","",-524.8441,-282.9532
3966.00,"","","",-511.4893,-275.8155
3968.00,"","","",-499.1337,-268.8269
3970.00,"","","",-486.6311,-262.1352
3972.00,"","","",-473.9848,-255.5918
3974.00,"","","",-460.6246,-248.8986
3976.00,"","","",-446.1250,-242.0525
3978.00,"","","",-430.3449,-234.7563
3980.00,"","","",-413.4272,-226.7140
3982.00,"","","",-395.2298,-218.0753
3984.00,"close","Both","",-375.8953,-208.6914
3986.00,"","","",-355.5657,-198.5628
3988.00,"","","",-334.3833,-187.8386
3990.00,"","","",-312.2060,-176.5188
3992.00,"","","",-289.4602,-164.7526
3994.00,"","","",-265.8615,-152.3908
3996.00,"","","",-241.8365,-139.7314
3998.00,"","","",-217.3850,-126.7742
4000.00,"","","",-192.5071,-113.3700
4002.00,"","","",-167.4872,-99.6682
4004.00,"","","",-142.4673,-85.8176
4006.00,"","","",-117.1629,-71.8183
4008.00,"","","",-92.0007,-57.6700
4010.00,"","","",-66.9807,-43.6706
4012.00,"","","",-42.1028,-29.5225
4014.00,"","","",-17.7935,-15.5233
4016.00,"","","",6.2315,-1.8217
4018.00,"","","",29.6882,11.8801
4020.00,"","","",52.5764,25.1351
4022.00,"","","",74.7538,38.2412
4024.00,"","","",96.0784,50.9007
4026.00,"","","",116.4083,63.1137
4028.00,"","","",135.8855,74.8801
4030.00,"","","",154.3677,86.2001
4032.00,"","","",171.7127,96.9246
4034.00,"","","",187.7786,107.0538
4036.00,"","","",202.5655,116.4388
4038.00,"","","",215.9311,125.3771
4040.00,"","","",227.8754,133.4224
4042.00,"","","",238.2564,140.7235
4044.00,"","","",246.9319,147.2803
4046.00,"","","",254.1862,152.7950
4048.00,"","","",259.1663,157.4167
4050.00,"","","",262.5830,160.9965
4052.00,"","","",264.5785,163.5345
4054.00,"","","",265.8634,165.3281
4056.00,"","","",266.4377,166.2284
4058.00,"","","",266.8698,166.9800
4060.00,"","","",267.1596,167.2847
4062.00,"","","",267.3075,167.5896
4064.00,"","","",267.4554,167.7459
4066.00,"","","",267.4612,167.9018
4068.00,"","","",267.4669,167.9089
4070.00,"","","",267.4725,167.9159
4072.00,"","","",267.4782,167.9230
4074.00,"","","",267.3418,167.9302
4076.00,"","","",267.3476,167.9375
4078.00,"","","",267.2111,167.7959
4080.00,"","","",267.2167,167.8031
4082.00,"","","",267.0803,167.8104
4084.00,"","","",267.0861,167.8176
4086.00,"","","",266.9497,167.8247
4088.00,"","","",266.8132,167.8319
4090.00,"","","",266.8189,167.8395
4092.00,"","","",266.6825,167.8469
4094.00,"","","",266.6881,167.8538
4096.00,"","","",266.5517,167.8608
4098.00,"","","",266.5574,167.8679
4100.00,"","","",266.4210,167.8750
4102.00,"","","",266.4268,167.8821
4104.00,"","","",266.2905,167.7402
4106.00,"","","",266.2958,167.7474
4108.00,"","","",266.0162,167.6057
4110.00,"3G","Both","",265.5939,167.4640
4112.00,"","","",264.7454,167.1715
4114.00,"","","",263.8971,166.7293
4116.00,"","","",262.7646,166.1394
4118.00,"","","",261.4901,165.4013
4120.00,"","","",260.2157,164.6638
4122.00,"","","",258.9415,164.0755
4124.00,"","","",257.5253,163.4871
4126.00,"","","",256.1091,162.8988
4128.00,"","","",254.6930,162.3104
4130.00,"","","",253.4191,161.8712
4132.00,"","","",252.0030,161.4320
4134.00,"","","",250.7288,161.1417
4136.00,"","","",249.4547,160.8515
4138.00,"","","",248.0387,160.5613
4140.00,"","","",246.7647,160.4197
4142.00,"","","",245.6329,160.2782
4144.00,"","","",244.5011,160.2856
4146.00,"","","",243.3693,160.2929
4148.00,"","","",242.2375,160.3004
4150.00,"","","",241.2476,160.3080
4152.00,"","","",240.2579,160.4643
4154.00,"","","",239.5527,160.6207
4156.00,"","","",238.7053,160.9260
4158.00,"","","",238.1420,161.2314
4160.00,"","","",237.5788,161.5364
4162.00,"","","",237.0155,161.9904
4164.00,"","","",236.7366,162.2954
4166.00,"","","",236.4576,162.7494
4168.00,"","","",236.3207,163.3524
4170.00,"","","",236.1838,163.9555
4172.00,"","","",236.3313,164.7073
4174.00,"","","",236.4788,165.3103
4176.00,"","","",236.7684,166.0620
4178.00,"","","",237.3421,166.8139
4180.00,"","","",237.9160,167.5658
4182.00,"","","",238.6320,168.4665
4184.00,"","","",239.6322,169.3673
4186.00,"","","",240.6323,170.2682
4188.00,"","","",241.6325,171.1689
4190.00,"","","",242.3485,172.0694
4192.00,"","","",243.0645,172.9700
4194.00,"","","",243.7806,173.4241
4196.00,"","","",244.2123,173.8782
4198.00,"","","",244.7862,174.1833
4200.00,"","","",245.0759,174.3398
4202.00,"","","",245.5076,174.6453
4204.00,"","","",245.7972,174.8018
4206.00,"","","",246.2290,175.1072
4208.00,"","","",246.5186,175.2639
4210.00,"","","",246.8082,175.4204
4212.00,"","","",247.2400,175.5769
4214.00,"","","",247.5297,175.7333
4216.00,"","","",247.8193,175.8895
4218.00,"","","",248.1091,176.0459
4220.00,"","","",248.3988,176.2023
4222.00,"","","",248.6884,176.3590
4224.00,"","","",248.8359,176.3667
4226.00,"","","",249.1256,176.5231
4228.00,"","","",249.4152,176.6797
4230.00,"","","",249.5628,176.6875
4232.00,"","","",249.8525,176.8440
4234.00,"","","",250.0000,177.0005
4236.00,"","","",250.2896,177.0082
4238.00,"","","",250.4372,177.1648
4240.00,"","","",250.5847,177.3215
4242.00,"","","",250.8745,177.4781
4244.00,"","","",251.0220,177.6346
4246.00,"","","",251.1695,177.6422
4248.00,"","","",251.3171,177.7987
4250.00,"","","",251.4646,177.9553
4252.00,"","","",251.6121,177.9630
4254.00,"","","",251.7596,178.1196
4256.00,"","","",251.9072,178.1275
4258.00,"","","",252.0549,178.2843
4260.00,"","","",252.2024,178.4409
4262.00,"","","",252.3501,178.5974
4264.00,"","","",252.3555,178.7539
4266.00,"","","",252.5031,178.9105
4268.00,"","","",252.6508,179.0672
4270.00,"","","",252.7984,179.2239
4272.00,"","","",252.8037,179.2316
4274.00,"","","",252.9513,179.3882
4276.00,"","","",253.0988,179.5449
4278.00,"","","",253.1042,179.7014
4280.00,"","","",253.2518,179.7090
4282.00,"","","",253.3995,179.7165
4284.00,"","","",253.4050,179.8729
4286.00,"","","",253.5526,179.8806
4288.00,"","","",253.7003,179.8885
4290.00,"","","",253.7057,180.0452
4292.00,"","","",253.8532,180.0529
4294.00,"","","",253.8587,180.2095
4296.00,"","","",254.0063,180.2174
4298.00,"","","",254.1539,180.2251
4300.00,"","","",254.1594,180.2326
4302.00,"","","",254.3070,180.2402
4304.00,"","","",254.4546,180.2479
4306.00,"","","",254.4601,180.2557
4308.00,"","","",254.6077,180.2634
4310.00,"","","",254.7553,180.2713
4312.00,"","","",254.9029,180.2792
4314.00,"","","",254.9083,180.2871
4316.00,"","","",254.9138,180.4440
4318.00,"","","",255.0614,180.4519
4320.00,"","","",255.0668,180.6084
4322.00,"","","",255.2144,180.6163
4324.00,"","","",255.2199,180.6239
4326.00,"","","",255.2253,180.7805
4328.00,"","","",255.2308,180.7884
4330.00,"","","",255.2362,180.7961
4332.00,"","","",255.3839,180.8038
4334.00,"","","",255.3894,180.8115
4336.00,"","","",255.3949,180.8192
4338.00,"","","",255.4003,180.9758
4340.00,"","","",255.4057,180.9836
4342.00,"","","",255.4112,180.9913
4344.00,"","","",255.4167,180.9991
4346.00,"","","",255.4222,181.1557
4348.00,"","","",255.4277,181.1636
4350.00,"","","",255.4332,181.1713
4352.00,"","","",255.5808,181.1789
4354.00,"","","",255.5863,181.3355
4356.00,"","","",255.5917,181.3432
4358.00,"","","",255.4546,181.3510
4360.00,"","","",254.8891,181.3590
4362.00,"","","",254.0390,181.5156
4364.00,"","","",252.9058,181.5233
4366.00,"","","",251.6312,181.2311
4368.00,"","","",250.3570,180.7881
4370.00,"","","",249.0831,179.8997
4372.00,"","","",247.8092,179.1616
4374.00,"","","",246.6777,178.2755
4376.00,"","","",245.6882,177.3896
4378.00,"","","",244.6989,176.5041
4380.00,"","","",243.8516,175.7674
4382.00,"","","",243.0043,174.8820
4384.00,"","","",242.2992,174.2945
4386.00,"","","",241.7362,173.5582
4388.00,"","","",241.1732,172.9707
4390.00,"4Pro","Both","",240.7524,172.5320
